code,description
853939,"Lamps: discharge, (excluding ultra-violet, excluding fluorescent, hot cathode)"
853940,"Lamps: ultra-violet or infra-red, arc-lamps lamps, ultra-violet or infra-red, arc-lamps"
853990,Lamps: parts of the lamps of heading no. 8539
854011,"Tubes: cathode-ray television picture tubes, including video monitor cathode-ray tubes, colour"
854012,"Tubes: cathode-ray television picture tubes, including video monitor cathode-ray tubes, black and white or other monochrome"
854020,"Tubes: television camera tubes, image converters and intensifiers, other photo-cathode tubes"
854030,"Tubes: cathode ray tubes, n.e.s. in heading no. 8540"
854041,"Tubes: microwave tubes, magnetrons, excluding grid-controlled"
854042,"Tubes: microwave tubes, klystrons, excluding grid-controlled"
854049,"Tubes: microwave tubes, other than magnetrons and klystrons, excluding grid-controlled"
854081,Valves and tubes: receiver or amplifier
854089,Valves and tubes: n.e.s. in heading no. 8540
854091,Tubes: parts of cathode-ray tubes
854099,"Valves and tubes: parts of the valves and tubes of heading no. 8540, excluding parts of cathode-ray tubes"
854110,"Electrical apparatus: diodes, other than photosensitive or light emitting diodes"
854121,"Electrical apparatus: transistors, (other than photosensitive), with a dissipation rate of less than 1W"
854129,"Electrical apparatus: transistors, (other than photosensitive), with a dissipation rate of 1W or more"
854130,"Electrical apparatus: thyristors, diacs and triacs, other than photosensitive devices"
854140,"Electrical apparatus: photosensitive, including photovoltaic cells, whether or not assembled in modules or made up into panels, light emitting diodes"
854150,"Electrical apparatus: photosensitive semiconductor devices n.e.s. in heading no. 8541, including photovoltaic cells, whether or not assembled in modules or made up into panels"
854160,Crystals: mounted piezo-electric
854190,"Electrical apparatus: parts for diodes, transistors and similar semiconductor devices and photosensitive semiconductor devices"
854211,"Electronic circuits: monolithic integrated, digital"
854219,"Electronic circuits: monolithic integrated, other than digital"
854220,Electronic circuits: hybrid integrated
854280,"Electronic circuits and microassemblies: integrated, other than monolithic and hybrid integrated circuits"
854290,Electronic circuits and microassemblies: parts of the electrical goods of heading no. 8542
854310,Electrical machines and apparatus: particle accelerators
854320,"Electrical machines and apparatus: signal generators, having individual functions n.e.s. in chapter 85"
854330,"Electrical machines and apparatus: for electroplating, electrolysis or electrophoresis, having individual functions n.e.s. in chapter 85"
854380,"Electrical machines and apparatus: having individual functions, n.e.s. in heading no. 8543"
854390,Electrical machines and apparatus: parts of the electrical goods of heading no. 8543
854411,"Insulated electric conductors: winding wire, of copper"
854419,"Insulated electric conductors: winding wire, (of other than copper)"
854420,Insulated electric conductors: co-axial cable and other co-axial electric conductors
854430,"Insulated electric conductors: ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships"
854441,"Insulated electric conductors: for a voltage not exceeding 80 volts, fitted with connectors"
854449,"Insulated electric conductors: for a voltage not exceeding 80 volts, not fitted with connectors"
854451,"Insulated electric conductors: for a voltage exceeding 80 volts but not exceeding 1000 volts, fitted with connectors"
854459,"Insulated electric conductors: for a voltage exceeding 80 volts but not exceeding 1000 volts, not fitted with connectors"
854460,Insulated electric conductors: for a voltage exceeding 1000 volts
854470,Insulated electric conductors: optical fibre cables
854511,"Carbon electrodes: with or without metal, of a kind used for furnaces"
854519,"Carbon electrodes: with or without metal, of a kind used for other than furnaces"
854520,"Carbon brushes: with or without metal, used for electrical purposes"
854590,"Carbon: lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes"
854610,Electrical insulators: of glass
854620,Electrical insulators: of ceramics
854690,Electrical insulators: other than of glass and ceramics
854710,"Insulating fittings: of ceramics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546"
854720,"Insulating fittings: of plastics, for electrical machines, of insulating material only (except minor assembly parts), excluding those of heading no. 8546"
854790,"Insulating fittings: (other than of ceramics or plastics), for electrical machines, appliances and equipment, excluding insulators of heading no. 8546"
854800,"Electrical apparatus: parts of machinery and apparatus, n.e.s. in chapter 85"
860110,Rail locomotives: powered from an external source of electricity
860120,Rail locomotives: powered by electric accumulators
860210,Rail locomotives: diesel-electric powered
860290,Rail locomotives and locomotive tenders: other than diesel-electric powered
860310,"Railway or tramway coaches, vans and trucks: self-propelled, powered from an external source of electricity (excluding those of heading no. 8604)"
860390,"Railway or tramway coaches, vans and trucks: self-propelled, powered other than from an external source of electricity (excluding those of heading no. 8604)"
860400,"Railway or tramway maintenance or service vehicles: whether or not self-propelled (eg workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)"
860500,"Railway or tramway coaches: passenger coaches, luggage vans, post office coaches and other special purpose railway or tramway coaches, not self-propelled (excluding those of heading no. 8604)"
860610,"Railway or tramway goods vans and wagons: tank wagons and the like, not self-propelled"
860620,"Railway or tramway goods vans and wagons: insulated or refrigerated, not self-propelled, excluding those of item no. 8606.10"
860630,"Railway or tramway goods vans and wagons: self-discharging, not self-propelled, excluding those of item no. 8606.10 or 8606.20"
860691,"Railway or tramway goods vans and wagons: covered and closed, not self-propelled"
860692,"Railway or tramway goods vans and wagons: open, with non-removable sides of a height exceeding 60cm, not self-propelled"
860699,"Railway or tramway goods vans and wagons: n.e.s. in heading no. 8606, not self-propelled"
860711,"Railway or tramway locomotives or rolling stock: parts, driving bogies and bissel-bogies"
860712,"Railway or tramway locomotives or rolling stock: parts, bogies and bissel-bogies (excluding driving bogies and bissel-bogies)"
860719,"Railway or tramway locomotives or rolling stock: parts, axles and wheels, and parts thereof"
860721,"Railway or tramway locomotives or rolling stock: parts, air brakes and parts thereof"
860729,"Railway or tramway locomotives or rolling stock: parts, brakes (other than air brakes) and parts thereof"
860730,"Railway or tramway locomotives or rolling stock: parts, hooks and other coupling devices, buffers and parts thereof"
860791,Railway or tramway locomotives: parts n.e.s. in heading no. 8607
